description,is_ambiguous,ambiguity_type,rationale
"CSP shall support the Government Department in migration of the VMs, data, content and any other assets to the new environment created by the Government Department or any Agency (on behalf of the Government) on alternate cloud service provider’s offerings to enable successful deployment and running of the Government Department’s solution on the new infrastructure",False,0,
"CSP shall certify the VM, Content and data destruction to the Government Department as per stipulations and shall ensure that the data cannot be forensically recovered",False,0,
CSP shall have the responsibility to support and assist the Government Department till the Department is able to successfully deploy and access the services from the new environment,False,0,
"During the exit/transition management process, it is the responsibility of the CSP to address and rectify the problems with respect to migration of the Department application and related IT infrastructure including installation/reinstallation of the system software etc",False,0,
"The ownership of the data generated upon usage of the system, at any point of time during the contract or expiry or termination of the contract, shall rest absolutely with Government Department",False,0,
"During the contract period, the CSP shall ensure that all the documentation required by the Government Department for smooth transition including configuration documents are kept up to date and all such documentation is handed over to the department during the exit management process",False,0,
"The CSP should configure, schedule and manage backups of all the data including but not limited to files, folders, images, system state, databases and enterprise applications as per the policy defined by DeitY or the Government Department",False,0,
The CSP shall be responsible for file system and database backup and restore services,False,0,
"As part of the responsibilities the CSP should: Perform and store data and file backups (process of duplicating the customers “tobe-backed-up” “Target Data”) consisting of an initial full back up with daily incremental backups for files; For the files, perform weekly backups; For the databases, perform a twice weekly full database backup, with a three times daily backup of database log files; Cloud platform should provide Encryption of all backup files and data and management of encryption keys as a service that can be enabled for Government Departments that require such a service",False,0,
Restore the requested data with the objective to initiate a minimum of 95 percent of the total number of restore requests per calendar month within a two hour timeframe for data that can be restored from a local copy,False,0,
Retain inactive versions of backed up flat files for 30 days and the last version of a deleted file for 60 days,False,0,
"Perform administration, tuning, optimization, planning, maintenance, and operations management for backup and restore",False,0,
"Provide and install additional infrastructure capacity for backup and restore, as required",False,0,
Perform backup on the next scheduled backup window in case of any scheduling conflicts between backup and patch management,False,0,
"In case of any disaster, the security posture of the DR site shall be identical to the posture provided in the DC",False,0,
"The disaster recovery site shall have the similar environment (physical & IT), processes, and controls (security, etc) as that of the primary DC.",False,0,
OCAC intends to avail a managed private cloud preferably for hosting “the Portal and its applications” at the Bidder’s DC/ BCP,True,5,“the Portal and its applications” and DC/BCP need external context.
The DC shall be at least an Uptime/ TIA 942 certified Tier-3 DC providing 99.982% services availability SLAs,False,0,
"The DC shall be well equipped with physical, logical, network and infrastructure security solutions, access protection systems including physical access control, and shall maintain the logs of the access",False,0,
"The DC shall be well equipped with intrusion detection & protection systems, firewalls, system management solutions & tools, back-up & restore solutions, monitoring tools, network load balancer for applicable servers and network layer security amongst others",False,0,
The DC shall have ability to scale up or down the servers/ compute resources on-demand/ as desired without significant down time,True,1,“scale up or down” and “on-demand/as desired” are vague.
"The compute infrastructure shall include the virtual machines, operating systems, application servers, database server, anti-virus solutions and system management & backup agents",False,0,
All the virtual machines should be auto scalable in terms of RAM and CPU,True,1,"""auto scalable"" is vague and lacks a precise interpretation."
The cloud platform should be enough intelligent to predict incoming load and assign resources to virtual machines dynamically without rebooting system,True,1,"""enough intelligent"" is vague and subjective."
Cloud platform should always allocate automatically resources against running load to handle sudden spikes,True,1,"""allocate automatically resources"" is awkward and unclear in scope."
"The cloud platform should provide high availability across virtual machines so that even if any host goes down, all guest virtual machines should be migrated to another host automatically",True,1,"""high availability"" is a vague qualitative term."
Cloud platform should support horizontal load balancing along with vertical,True,3,"""along with vertical"" leaves the intended load-balancing meaning incomplete."
Cloud provider should give a dashboard of all virtual machines to monitor allocated and used resources by the portal application,True,3,"""by the portal application"" has unclear attachment and responsibility."
Cloud dashboard should allow generating reports for trend analysis of system usage,False,0,
OCAC team should be able to get the console access of any virtual machines if require,True,5,"""if require"" is ungrammatical and obscures the condition."
There should be provision to generate historical reports of resources utilization,False,0,
"There should be admin panel to create, delete, start, stop, and copy virtual machines",False,0,
There should be provision to take snapshots of machines so that working images of testing/quality machines can be taken,True,3,"""working images"" and ""testing/quality machines"" are unclear in intent."
CSP would be responsible for Disaster Recovery Services so as to ensure business continuity of operations in the event of failure of primary DC and meet the RPO and RTO requirements,False,0,
RPO should be less than or equal to 15 minutes and RTO shall be less than or equal to 4 hours,False,0,
"However, during the change from Primary DC to DR or vice-versa (regular planned changes), there should not be any data loss",False,0,
There shall be asynchronous replication of data between Primary DC and DR and the CSP will be responsible for sizing and providing the DC-DR replication link so as to meet the RTO and the RPO requirements,False,0,
"During normal operations, the Primary DC will serve the requests",False,0,
The storage should be 100% of the capacity of the Primary Data Centre site,True,1,“100% of the capacity” is unclear about what storage quantity is required.
This requirement could be carried out manually subject to meeting RPO/RTO requirements,False,0,
"In the event of a site failover or switchover, DR site will take over the active role, and all requests should be routed through DR site",False,0,
The pre-requisite to route request to DR should be articulated properly and shared by service provider,True,5,“pre-requisite” and “articulated properly” depend on unstated process context.
"Whenever there is failover from primary DC to secondary (DR), compute environment for the application at DR site shall be equivalent to DC including all the security features and components of DC, without the failover components",True,3,“without the failover components” creates unclear scope for what is excluded.
Development/test/quality environment will not be required at DR site,False,0,
The bandwidth at the DR shall be scaled up to the level of Data Centre when DR is activated,False,0,
The CSP shall conduct live DR drill for two days at the interval of every six months of operation wherein the Primary DC has to be deactivated and complete operations shall be carried out from the DR Site,False,0,
"However, during the change from DC to DR or vice-versa (regular planned changes), there should not be any data loss",False,0,
The pre-requisite of DR drill should be carried out by CSP and OCAC jointly,True,5,“pre-requisite of DR drill” is unclear without context about the required activity.
Certificate for DR drill should be submitted to OCAC for compliance,True,5,It is unclear what certificate is meant and what compliance means here.
The CSP shall plan all the activities to be carried out during the Disaster Drill and issue a notice to the OCAC at least two weeks before such drill,False,0,
The disaster recovery plan needs to be provided by the service provider which needs to be updated half-yearly,False,0,
The service provider should offer dashboard to monitor RPO and RTO,False,0,
Service provider should enable the Purchaser to provision / change cloud resources from application programming interface (API),False,0,
The user admin portal should be accessible via secure method using SSL certificate,False,0,
The Purchaser should be able to take snapshot of virtual machines from provisioning portal,False,0,
The Purchaser should be able to size virtual machine and select require operating system when provisioning any virtual machines,False,0,
The Purchaser should be able to predict his billing of resources before provisioning any cloud resources,False,0,
The Purchaser should be able to set threshold of cloud resources of all types of scalability,False,0,
The Purchaser should be able to provision all additional storages required for cloud services,False,0,
The Purchaser should be able to provision any kind of resources either static or elastic resources,False,0,
The Purchaser should get list of all cloud resources from provisioning portal,False,0,
The Purchaser should be able to set the scaling parameters like in case of horizontal scaling,False,0,
The Purchaser should be able to set percentage / quantity of RAM consumption to trigger new virtual machines,False,0,
The Purchaser should be able to set percentage / quantity of CPU consumption to trigger new virtual machines,False,0,
The Purchaser should be able to set percentage / quantity of network bandwidth to trigger new virtual infrastructure,False,0,
"The Purchaser should be able to set port on which horizontal scaling will work, port refers to be service port (such as port 80, 443) which should not change in case of horizontal scaling",True,3,“port” and “service port” create unclear scaling target.
The Purchaser should be able to set minimum and maximum number of virtual machines which will be automatically provisioned as part of horizontal scaling to handle spike in load,False,0,
CSP should always ensure that data is destroyed whenever any cloud virtual machine is recycled or deleted,False,0,
The data destruction policy of CSP should be shared with the Purchaser within 15days after LoI,False,0,
CSP should clearly define policies to handle data in transit and at rest,False,0,
CSP should not delete any data at the end of contract period without consent from the Purchaser,False,0,
"In case of scalability like horizontal scalability, the CSP should ensure that additional generated data is modify/deleted with proper consent from the Purchaser",True,5,“additional generated data” and “modify/deleted” are unclear without context.
CSP should ensure secure data transfer between DC and DR site,False,0,
CSP shall put in place a system to prevent data leakage protection and prevention,True,3,“prevent data leakage protection and prevention” is logically unclear and redundant.
CSP should upgrade its hardware time to time to recent configuration to delivery expected performance for the Purchaser,True,1,“time to time” and “recent configuration” are vague qualitative terms.
"Investigate outages; perform appropriate corrective action to restore the hardware, operating system, and related tools",False,0,
CSP should manage their cloud infrastructure as per standard ITIL framework in order to deliver appropriate services to the Purchaser,False,0,
CSP should deliver cloud having method and system for real time detection of resource requirement and automatic adjustments,True,5,“deliver cloud having method and system” is too unclear to determine the requirement.
CSP must ensure that the virtual machine format is compatible with other cloud provider,False,0,
CSP should ensure connectivity to and from cloud resources of the Purchaser is allowed to/from other cloud service providers if required and approved by the Purchaser,False,0,
CSP must ensure that cloud virtual machine of the Purchaser is into separate network tenant and virtual LAN,True,3,“into separate network tenant and virtual LAN” has unclear intended relationship.
CSP must ensure that cloud virtual machines are having private IP network assigned to cloud VM,False,0,
CSP must ensure that all the cloud VMs are in same network segment (VLAN) even if they are spread across multi DC of CSP,True,3,“same network segment” across multiple DCs is logically unclear.
CSP should ensure that clouds VMs are having Internet and virtual network interface cards,True,3,“are having Internet and virtual network interface cards” is structurally unclear.
CSP should ensure that Internet vNIC card is having minimum 1 Gbps network connectivity and service vNIC card is on minimum 10 Gbps for better internal communication,False,0,
"In case of scalability like horizontal scalability, the Service provider should ensure that additional requirement of network is provisioned automatically of same network segment",True,3,“additional requirement of network” and “same network segment” are unclear.
CSP must ensure that public IP address of cloud VMs remains same even if cloud VM gets migrated to another DC due to any incident,False,0,
CSP must ensure that public IP address of cloud VMs remains same even if cloud VM network is being served from multiple CSP DC,True,3,“network is being served from multiple CSP DC” is logically unclear.
CSP must ensure that the public network provisioned for cloud VMs is redundant at every point,True,1,“redundant at every point” is vague and non-quantifiable.
CSP must ensure that clouds VMs are accessible from the Purchaser private network,False,0,
"CSP must ensure that there is console access to cloud VMs, if the Purchaser requires accessing it",False,0,
CSP should ensure that cloud VM network is IPV6 enabled and all public facing devices are able to receive and transmit IPV6 data in addition to IPV4,False,0,
CSP should have provision of dedicated virtual links for data replication between their multiple DC in order to provide secure data replication for DR services,False,0,
CSP should ensure use of appropriate load balancers for network request distribution across multiple cloud VMs,False,0,
"CSP should provide scalable, dynamic and redundant storage",True,1,"“scalable, dynamic and redundant” are vague qualitative terms."
CSP should offer to auto allocate more storage as and when required based on storage utilization threshold and also offer to provision from self-provisioning portal to add more storage as and when required by the Purchaser,False,0,
CSP should clearly differentiate its storage offering based on IOPS,False,0,
There should be standard IOPS offering per GB and high performance disk offering for OLTP kind of workload,True,1,“standard IOPS offering” and “high performance” are vague qualitative terms.
CSP should be able to give multiple option for IOPS/,True,5,“multiple option for IOPS/” is incomplete and unclear.
CSP should have block disk offering as well as file/object disk offering to address different kind of the Purchaser requirements,False,0,
"Tools for real time monitoring web site security Protection against defacement, hacking",True,3,The phrase fragments make the intended requirement unclear.
"Design should incorporate security features to protect the site from Session Hijacking, SQL injection, Cross scripting, Denial of Service (DDOS) etc",False,0,
Portal system should maintain a secure Password policy,False,0,
Portal system should be secured by using Intrusion detection system (IDS) and Intrusion prevention system (IPS) at network level,False,0,
Any unauthorized access / attempt shall be reported immediately,True,3,It is unclear who must report the unauthorized access attempt.
"The entire data-centre network shall have multiple levels of physical, logical, and network security systems for information protection including but not limited to IPSEC Policies, Firewalls, IDS / IPS protection Systems",False,0,
Portal and its security should be compliant with government of India guidelines issued from time to time,False,0,
CERT-IN Security Audit Certificate for the entire application and the action to be taken for compliance in every 6 months without failing,True,3,The sentence is fragmentary and unclear about the required action.
CSP should ensure there is multi-tenant environment and cloud virtual resources of the Purchaser are logically separated from others,False,0,
CSP should ensure that any OS provisioned as part of cloud virtual machine should be patched with latest security patch,False,0,
"In case, the CSP provides some of the System Software as a Service for the project, Service provider is responsible for securing, monitoring, and maintaining the System and any supporting software",False,0,
CSP should implement industry standard storage strategies and controls for securing data in the Storage Area Network so that clients are restricted to their allocated storage,False,0,
CSP should deploy public facing services in a zone (DMZ) different from the application services,False,0,
CSP should give ability to create non-production environments and segregate (in a different VLAN) non-production environments from the production environment such that the users of the environments are in separate networks,False,0,
CSP should have built-in user-level controls and administrator logs for transparency and audit control,False,0,
"CSP cloud platform should be protected by fully-managed Intrusion detection system using signature, protocol, and anomaly based inspection thus providing network intrusion detection monitoring",False,0,
CSP would be responsible for proactive monitoring and blocking against cyber-attacks and restoration of services in case of attacks,False,0,
The Cloud virtual machine provided by CSP should be provisioned on redundant physical infrastructure,False,0,
The cloud virtual machines should be auto-scalable in terms of RAM and CPU with minimum downtime and should be able to give redundancy based on the way the VM’s are provisioned,True,1,“auto-scalable” and “give redundancy” are vague qualitative requirements.
The Purchaser should be able to provision cloud virtual machine of any operating system like Linux and Windows,True,1,“any operating system like” is vague about supported OS scope.
"Without handover of entire data back to the Purchaser, CSP should not delete any data at the end of contract period without consent from the Purchaser",True,3,The opening clause creates unclear scope for the deletion prohibition.
CSP should provide facility to make template from virtual machines,False,0,
CSP should make provision to add any virtual machine as part of scalable infrastructure,False,0,
CSP should have provision to live migration of virtual machine to another physical server in case of any failure,False,0,
"CSP should deliver cloud having method and system for detecting, in real time, resource requirements of a system in virtual environment and automatic scaling of resource parameters to compensate resource requirement in a system",False,0,
"If a resource requirement is detected with any virtual machine, the automatic resource scaling system detects the type of resource to be scaled and scales the selected resource",False,0,
"Further, the resource may be scaled up or scaled down, based on the requirements",True,1,“based on the requirements” is vague and underspecified.
"Further, the scaled resource may be CPU, RAM, disk or any such resource",False,0,
"The proposed system helps to save space and power without compromising security, performance and accessibility",False,0,
CSP should give provision to monitor the network traffic of cloud virtual machine,False,0,
CSP should offer provision to analyse of amount of data transferred of each cloud virtual machine,True,5,Unclear whether it means analyze data amount or provide analysis capability.
CSP should provide network information of cloud virtual resources,False,0,
CSP should offer provision to monitor latency to cloud virtual devices from its data centre or the Purchaser should be able to set monitoring of latency to cloud VMs from outside,True,3,The clause after 'or' creates two different requirement interpretations.
CSP must offer provision to monitor network uptime of each cloud virtual machine,False,0,
CSP must make provision of resource utilization i.e CPU graphs of each cloud virtual machine,True,5,"Unclear whether 'resource utilization' means graphs, CPU graphs, or both."
CSP must make provision of resource utilization graph RAM of each cloud virtual machine,True,5,The phrase 'resource utilization graph RAM' is grammatically unclear.
There should be provision to set alerts based on defined thresholds,False,0,
There should be provision to configure different email addresses where alerts can be sent,False,0,
CSP must make provision of resource utilization graph as disk of each cloud virtual machine,True,5,The phrase 'graph as disk' is malformed and unclear.
There should be graphs of each disk partition and email alerts should be sent if any threshold of disk partition utilization is reached,False,0,
CSP should give provision to monitor the uptime of cloud resources,False,0,
The report should be in exportable form,True,1,'Exportable form' is vague about the required output format.
CSP must give provision to monitor the load of Linux/ Windows servers and set threshold for alerts,False,0,
CSP should make provision to monitor the running process of Linux/ Windows servers,False,0,
This will help the Purchaser to take the snapshot of processes consuming resources,False,0,
CSP must ensure that there should be historical data of minimum 6 months for resource utilization in order to resolve any billing disputes if any,False,0,
CSP must ensure that audit logs of scalability as horizontal and vertical is maintained so that billing disputes can be addressed,True,3,“scalability as horizontal and vertical” is logically unclear.
CSP must ensure that log of reaching thresholds used to trigger additional resources in auto provisioning are maintained,False,0,
CSP must ensure that there are sufficient graphical reports of cloud resource utilization and available capacity,True,1,“sufficient” is a vague qualitative threshold.
CSP should offer provision to monitor latency to cloud virtual devices from its DC or the Purchaser should be able to set monitoring of latency to cloud VMs from outside,True,3,The clause splits into two different monitoring obligations.
"CSP must provide utilization reports for Internet bandwidth, load balancers etc",False,0,
"APM should be able to provide overview of database server like Database details, version etc",False,0,
APM should be able to provide host details which are connected to database server,False,0,
APM should be able to provide session details of all active database sessions,False,0,
Monitoring & management of network link proposed as part of this solution,False,0,
"APM should be able to provide server configuration details (All configurations, Advanced Configurations, Reconfigure Configurations, and Memory Configurations)",False,0,
CSP must provide backup of cloud resources,False,0,
Backups should be maintained at both offsite and on-site locations in secure fire proof and environmentally controlled environments so that the backup media are not harmed,False,0,
"CSP should perform backup and restore management in coordination with the OCAC & procedures for backup and restore, including performance of daily, weekly, monthly, quarterly and annual backup functions (full volume and incremental) for data and software maintained on the servers and storage systems using Enterprise Backup Solution",True,3,"The phrase ""in coordination with the OCAC & procedures"" is structurally unclear."
"Backup and restoration of Operating System, application, databases and file system etc in accordance with defined process / procedure / policy",False,0,
"Monitoring and enhancement of the performance of scheduled backups, schedule regular testing of backups and ensure adherence to related retention policies",False,0,
"Ensuring prompt execution of on-demand backups & restoration of volumes, files and database applications whenever required",False,0,
"Real-time monitoring, log maintenance and reporting of backup status on a regular basis",False,0,
Prompt problem resolution in case of failures in the backup processes,True,1,"""Prompt"" is vague and admits multiple interpretations."
"Media management including, but not limited to, tagging, cross-referencing, storing (both on-site and off-site), logging, testing, and vaulting in fire proof cabinets if applicable",True,3,"The phrase ""if applicable"" leaves the vaulting requirement unclear."
Generating and sharing backup reports periodically,False,0,
Coordinating to retrieve off-site media in the event of any disaster recovery,False,0,
Periodic Restoration Testing of the Backup,False,0,
Maintenance log of backup/ restoration,False,0,
Cloud platform should provide Web Application Filter for OWASP (Open Web Application Security Project) WAF should be able to support multiple website security,True,3,The sentence merges two requirements without clear separation.
WAF should be able to perform packet inspection on every request covering all 7 layers,False,0,
WAF should be able to block invalidated requests,False,0,
WAF should be able to block attacks before it is posted to website,True,3,Unclear whether 'before it is posted' means before upload or before publication.
"WAF should have manual control over IP/ Subnet i.e, Allow or Deny IP/ Subnet from accessing website",False,0,
The attackers should receive custom response once they are blocked,False,0,
Must offer provision to customize response of vulnerable requests,False,0,
WAF should be able to monitor attack incidents and simultaneously control the attacker IP,False,0,
WAF should be able to Grey list or Backlist IP/ Subnet,True,4,'Grey list' and 'Backlist' are undefined/possibly misspelled terms.
WAF should be able to set a limit to maximum number of simultaneous requests to the web server & should drop requests if the number of requests exceeds the threshold limit,False,0,
"Monitoring of Web Applications/ portals and protect it from malicious mobile codes like computer viruses, worms, Trojan horses, spyware, adware, key-loggers and other malicious programs",True,3,"Missing subject and unclear whether this is monitoring, protection, or both."
The service should be Non-Intrusive in nature and should be offered for at least 50 URLs,False,0,
Malware Monitoring scanning should be performed on Daily basis,False,0,
If any malware is injected into Web Applications then immediate malware alert message is forwarded to the stake-holders,False,0,
Application Audit and Vulnerability assessment on weekly basis to ascertain if any corrective action needs to be taken in application based on any observations found in the scanning,False,0,
"Should be able to detect malicious code injection/ links, both known and unknown malware, Web-page tampering, various zero-day browser exploits etc",False,0,
"Should be able to identify the malware source, malware threat area and coverage, encoded Java Script and VB script and should not rely on pattern/signature-based technology",False,0,
Should be able to identify applications running on non-standard ports,False,0,
"Should have configurable scan intervals (frequency), Configurable notification, alerting and reporting options, Configurable “whitelist” option for allowed links, Configurable scan schedules and on‐demand scans",False,0,
Should have Real-time instant alerting upon detection of malicious behaviour (Email or SMS),False,0,
Should have detailed remediation recommendation guidance including step by step instructions on how to address the threats captured,False,0,
Should have On demand Vulnerability Scanning without user intervention,False,0,
Should Perform a targeted scan (i.e check for a specific set of vulnerabilities or IP Addresses),False,0,
"Should be able to conduct vulnerability assessment for all operating systems and their versions including but not limited to: Windows, AIX, UNIX, Linux, Solaris servers etc",False,0,
Should be able to perform authenticated and unauthenticated scans,False,0,
Should be able to detect weak password,False,0,
"Should be able to identify out-of-date software versions, applicable patches and system upgrades",False,0,
Should Flag the presence of any blacklisted software,False,0,
"Should be able to perform on demand Application Audit for all types of websites including AJAX, WEB2.0, and obfuscated Java Script etc",False,0,
CSP would be required to provide SMS (Short Message Service) services required to send and receive SMS to end users of the portal as per business requirements of the portal application,False,0,
SMS to be provided as a service by the Vendor either directly or through a service provider,False,0,
E-mail services to send e-mails with rich content to end users of the portal as per business requirements would be required to be provided by the service provider,False,0,
E-mails sent to end users would be required to be stored for reference,False,0,
"E-mails services are required to receive and send e-mails related to support, help etc from end users of the portal",False,0,
CSP should provide for e-mail and SMS data archiving and backup,False,0,
"Bidders would not be allowed to downscale the infrastructure below this initial level, however, in order to utilize the benefit of cloud infrastructure, The Purchaser could upscale or downscale infrastructure if the monthly average number of concurrent users are higher or lower than the yearly projected ranges",False,0,
These would be done through the provisioning portal and reports for resource utilization,False,0,
"Based on the optional rates, being obtained in this RFP, the cost of infrastructure resources being upscale or downscale in such cases, would be added or reduced to / from the quarterly payments on pro-rata basis",False,0,
All web forms; dashboard and static pages end-to-end response time for the page load including the rendering time shall not be more than 10 seconds,False,0,
Any page taking more than 10 seconds shall be considered as non-responsive form shall be considered as a defect,True,3,Missing punctuation obscures whether 'non-responsive form' is the defect.
This would be checked as part of the quality assurance / testing process,False,0,
Service Level requirements will be necessarily managed by the CSP using any tool by the service provider,True,3,Unclear whether 'any tool' means any CSP tool or any tool at all.
CSP will make this information available to authorised /Nodal personnel of the Purchaser through on-line browsing and also through hard copy of the report as per requirement,False,0,
The SLAs primarily would depend on infrastructure issues,True,1,'primarily' and 'infrastructure issues' are vague and underspecified.
The success of service level agreements depends fundamentally on the ability to measure performance comprehensively and accurately so that credible and reliable information can be provided to customers and support areas on the service provided,False,0,
"Service factors must be meaningful, measurable and monitored constantly",True,1,'meaningful' is a vague qualitative requirement.
Service level monitoring will be performed by the Service provider,False,0,
Reports will be produced as and when required and forwarded to the Purchaser,True,5,'as and when required' depends on unstated requester context.
"The Purchaser may request, in writing, about the need for a change in the solution",False,0,
"The bidder shall evaluate the change request of The Purchaser, and if the requested change would, in its reasonable opinion, involve additional work or time, the bidder shall convey in writing to The Purchaser the man-days effort required for the Change Request",False,0,
"The effort estimate, corresponding billable amount and planned delivery dates for the change required need to be discussed and mutually agreed in writing",False,0,
"The Bidder shall provide a detailed Project Plan consisting of (but not limited to) the resource allocation, ownership, responsibilities, risks and mitigation strategies, schedule and milestones, deliverables, sign-off criteria, requirements / inputs from The Purchaser etc",False,0,
The Bidder shall communicate to The Purchaser as per mutually agreed periodicity project governance reports for monitoring the project,False,0,
"The Purchaser expects the Bidder to provide hosting of “the Portal/ Website/ application” at their DC along with necessary Hardware, Software, Networking Equipment and Solutions and Manage the DC Operation.",True,3,“their DC” and “Manage the DC Operation” have unclear referents and scope.
This Part of the RFP describes the Cloud Technology and related Professional Services Deliverables which will be incorporated into the final Master Agreement,False,0,
The Supplier shall meet and implement all RFP requirements,False,0,
OECM requires that the Proponent has a clear and comprehensive understanding of the RFP requirements (Part 2 – The Deliverables and Part 4 – Master Agreement Structure and Management),False,0,
The Proponent will be required to indicate their agreement accordingly in the Form of Offer in the Qualification Envelope on OTP,True,3,“accordingly” and “on OTP” leave the required agreement action unclear.
"Current Cloud Computing Environment OECM Customers have various plans to use Cloud Computing Technology and Related Professional Services and are in various stages of implementing suitable cloud computing solutions that are applicable to their requirements, contributing to Customer’s overall information communication technology management, and to support Customers in teaching, learning and general administration",False,0,
"Customers may have already adopted a hypervisor (Hyper-V, XenServer, VMware, Nutanix etc) within their cloud environment",False,0,
"The overall objective of adopting cloud computing services is to adopt a service-oriented approach to provide an agile enterprise IT environment where common infrastructure and services can be shared, reused and provisioned on demand to meet business needs, while achieving cost savings",False,0,
"The cloud computing framework, as illustrated below, provides a high-level overview of the key functional components for Customer’s Cloud Computing Technology",False,0,
The Supplier shall provide all RFP requirements for the Category being proposed,False,0,
The Proponent may submit a response for Category A only,False,0,
"Deliverables for Category B – Professional Services, Section 2,3 will not apply",False,0,
The Proponent may submit a response for Category B only,False,0,
"Deliverables for Category A – Cloud Computing Technology, Section 2,2 will not apply",False,0,
The Proponent may submit a response for both Category A and B,False,0,
All Deliverables outlined in the RFP will apply,False,0,
Deliverables include a broad range of cost-effective Products and Services to meet the Customer’s requirements,True,1,broad range and cost-effective are vague qualifiers.
"Products and Services are divided into the following two (2) categories: a) Category A – Cloud Computing Technology; and, b) Category B – Professional Services",False,0,
"For Public Cloud Services, specifically, Infrastructure as a Service (IaaS) and Platform as a Service (PaaS),qualified Suppliers must be able to supply both Infrastructure as a Service (IaaS) and Platform as a Service (PaaS) Products, as defined by National Institute of Standards and Technology (NIST)",False,0,
"Cloud computing is defined by the NIST as a model for enabling ubiquitous, convenient, on-demand network access to a shared pool of configurable computing Products (as, networks, servers, storage, applications, and services) that can be rapidly provisioned and released with minimal management effort or service provider interaction",False,0,
"Additionally, Cloud Computing includes the following five essential characteristics: on-demand selfservice, broad network access, resource pooling, rapid elasticity or expansion and measured service",True,1,rapid elasticity or expansion is a vague characteristic.
The Supplier shall provide Services that meet the following Cloud Computing essential characteristics as defined by NIST: (a) On-demand self-service; (b) Broad network access; (c) Resource pooling; (d) Rapid elasticity; and (e) Measured service,False,0,
"For definition and description of each essential characteristic, please refer to NIST website",False,0,
The Supplier shall provide a broad range of both IaaS and PaaS Products that are available to meet the Cloud Technology needs of Customers including but not limited to the following,True,1,broad range and including but not limited to are vague.
"Public cloud Infrastructure-as-a-Service (IaaS) products and services that provide the ability to provision processing, storage, networks, and other fundamental computing resources where organizations can deploy and run arbitrary software, which can include operating systems and applications",False,0,
The IaaS services may also be used in support of file services and other infrastructure-related functions,False,0,
The services must include all underpinning systems and infrastructure necessary to support the IaaS environment and to provide the Customer’s with technical support,False,0,
"The Supplier shall provide IaaS that meets the needs of Customers including but not limited to the following: (a) A managed network, storage, server and virtualization layer with managed technology refresh cycle; (b) Virtual machines, storage and bandwidth dynamically or on-demand, as required; (c) A secure, dual factor method of remote access which allows Customers to use the infrastructure; and (d) Appropriate patch management",False,0,
"The Supplier shall provide storage that meets the following requirements at a minimum: (a) Online, on-demand virtual storage for files and/or objects; (b) Ability to access and modify files and/or objects (data objects) stored via the internet; (c) Ability for Customers to perform a variety of commands on the files and/or objects (VIEW, COPY, MOVE, DELETE); (d) provide object storage services, defined as scalable, elastic storage where objects (files) are stored and retrieved via a web services API; (e) provide a tiered storage service in support of data backup and long-term archival; and (f) Sufficient bandwidth to transfer files and/or objects in and out of the provided infrastructure meeting Customer’s requirements",False,0,
"The Supplier shall provide scalable, redundant, dynamic computing capabilities or virtual machines",True,1,"“scalable, redundant, dynamic” are vague qualitative terms."
"The requirements include but not limited to the following: (a) On-demand virtual server instances; (b) Ability to dynamically allocate virtual machines based on load with no service interruptions; (c) Ability to copy or clone virtual machines for archiving, troubleshooting and testing; (d) Support a multi-tenant environment; (e) Central Processing Unit (“CPU”) processors and Graphics Processing Unit (“GPU”) that support 32-bit or 64-bit operations; (f) Supports various types of operating systems (Windows, LINUX) including specific distributions (Ubuntu, Windows Server 2008 R2, 2012/2012 R2 etc); (g) Various sizes of Random-Access Memory (“RAM”) meeting Customer’s requirements; (h) Various sizes of disk space meeting Customer’s requirements; and (i) Sufficient bandwidth to transfer files and/or objects in and out of the provided infrastructure meeting Customer’s requirements",False,0,
The Supplier shall provide virtual network that meet the following requirements at a minimum: (a) Ability to provision network resources on demand; (b) Ability to support a networked multi-tenant environment; (c) Network security boundaries separating different tenants; and (d) Ability to acquire public IP addresses on demand,False,0,
"Platform-as-a-Service (PaaS) Public cloud Platform-as-a-Service (PaaS) products and services that provide the ability to deploy onto the cloud infrastructure organization-created or acquired applications created using programming languages, libraries, services, and tools supported by the Supplier",True,3,The sentence is fragmented and its main requirement is unclear.
The PaaS services must include all underpinning systems and infrastructure necessary to support the PaaS environment and to provide the Customers with technical support,False,0,
"The Supplier shall provide Customer hosting Services including but not limited to the following: (a) Web application hosting in the cloud, enabling scalable, redundant and dynamic web hosting; (b) Central Processing Unit (“CPU”) processors and Graphics Processing Unit (“GPU”) that support 32- bit or 64-bit operations; (c) Supports various types of operating systems (Windows, LINUX) including specific distributions (Ubuntu, Windows Server 2008 R2, 2012/2012 R2 etc); (d) A variety database services; (e) Support Content Delivery Network (“CDN”) capabilities to provide balanced delivery of content Province wide; (f) Domain Name System (“DNS”) management; (g) Load balancer; (h) Database backup and restore; and (i) Sufficient disk space and data transfer bandwidth to meet Customer’s requirement",False,0,
